YearStart,LocationDesc,Topic,Question,Data_Value_Unit,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation,Longitude,Latitude
2017,Delaware,Stroke,Stroke mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Non-Hispanic Asian,C1,T6,MD603,BOC04,RAC03,10,POINT (-75.57774117 39.00883067),-75.57774117,39.00883067
2018,Arizona,Stroke,Stroke mortality rate,"Rate per 100,000",0.0,0.0,0.0,0.0,Race,Unknown,C1,T6,MD603,BOC04,RAC08,4,POINT (-111.7638113 34.86597028),-111.7638113,34.86597028
2018,Maine,Stroke,Stroke mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T6,MD603,BOC04,RAC04,23,POINT (-68.98503134 45.25422889),-68.98503134,45.25422889
2019,United States,Stroke,Stroke mortality rate,"Rate per 100,000",4800.0,4800.0,4000.0,5600.0,Race,Unknown,C1,T6,MD603,BOC04,RAC08,59,,,
2020,Delaware,Stroke,Stroke mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Other,C1,T6,MD603,BOC04,RAC07,10,POINT (-75.57774117 39.00883067),-75.57774117,39.00883067
2021,South Dakota,Stroke,Stroke mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T6,MD603,BOC04,RAC04,46,POINT (-100.3735306 44.35313005),-100.3735306,44.35313005
2016,Louisiana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Non-Hispanic Asian,C1,T2,MD203,BOC04,RAC03,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2021,Colorado,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4200.0,4200.0,3700.0,4900.0,Gender,Male,C1,T2,MD203,BOC02,GEN01,8,POINT (-106.1336109 38.84384076),-106.1336109,38.84384076
2021,Missouri,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4900.0,4900.0,4700.0,5300.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2019,Florida,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3200.0,3200.0,1900.0,5600.0,Race,Non-Hispanic Asian,C1,T2,MD203,BOC04,RAC03,12,POINT (-81.92896054 28.93204038),-81.92896054,28.93204038
2016,Minnesota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5900.0,5900.0,5300.0,6600.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2016,Georgia,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6900.0,6900.0,3100.0,15400.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,13,POINT (-83.62758035 32.83968109),-83.62758035,32.83968109
2021,New Mexico,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5900.0,5900.0,5000.0,6900.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,35,POINT (-106.240581 34.52088095),-106.240581,34.52088095
2021,Rhode Island,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4100.0,4100.0,3300.0,5300.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2019,Iowa,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4300.0,4300.0,1800.0,10300.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2016,Alabama,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",2800.0,2800.0,700.0,11100.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2019,Louisiana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5400.0,5400.0,4900.0,5900.0,Age,75+,C1,T2,MD203,BOC03,AGE08,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2017,Mississippi,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5500.0,5500.0,1800.0,16900.0,Race,Other,C1,T2,MD203,BOC04,RAC07,28,POINT (-89.53803082 32.7455101),-89.53803082,32.7455101
2018,Illinois,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4700.0,4700.0,3200.0,6700.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,17,POINT (-88.99771018 40.48501028),-88.99771018,40.48501028
2021,Iowa,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6300.0,6300.0,900.0,44400.0,Race,Non-Hispanic Asian,C1,T2,MD203,BOC04,RAC03,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2018,West Virginia,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,54,POINT (-80.71264013 38.6655102),-80.71264013,38.6655102
2016,Maine,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",10400.0,10400.0,4300.0,25000.0,Race,Other,C1,T2,MD203,BOC04,RAC07,23,POINT (-68.98503134 45.25422889),-68.98503134,45.25422889
2018,Wyoming,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5000.0,5000.0,4000.0,6200.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,56,POINT (-108.1098304 43.23554134),-108.1098304,43.23554134
2017,Colorado,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",2300.0,2300.0,700.0,7000.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,8,POINT (-106.1336109 38.84384076),-106.1336109,38.84384076
2018,Arkansas,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3400.0,3400.0,3100.0,3700.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,5,POINT (-92.27449074 34.74865012),-92.27449074,34.74865012
2017,Arizona,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3600.0,3600.0,3300.0,3900.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,4,POINT (-111.7638113 34.86597028),-111.7638113,34.86597028
2019,Oregon,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",2200.0,2200.0,700.0,6800.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2019,Missouri,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4500.0,4500.0,4300.0,4800.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2018,Minnesota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4300.0,4300.0,2400.0,7500.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2021,New Hampshire,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",2200.0,2200.0,300.0,15800.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2020,North Carolina,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4400.0,4400.0,4100.0,4700.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,37,POINT (-79.15925046 35.46622098),-79.15925046,35.46622098
2021,North Dakota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",14300.0,14300.0,2000.0,101400.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,38,POINT (-100.118421 47.47531978),-100.118421,47.47531978
2017,North Carolina,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4100.0,4100.0,3900.0,4400.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,37,POINT (-79.15925046 35.46622098),-79.15925046,35.46622098
2018,Massachusetts,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4500.0,4500.0,3500.0,5800.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2020,Oregon,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3900.0,3900.0,1000.0,15700.0,Race,Non-Hispanic Asian,C1,T2,MD203,BOC04,RAC03,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2021,Minnesota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5300.0,5300.0,4800.0,5800.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2018,Indiana,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",1300.0,1300.0,200.0,9500.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2020,Washington,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",8500.0,8500.0,6300.0,11500.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2020,Hawaii,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6300.0,6300.0,4700.0,8500.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,15,POINT (-157.8577494 21.30485044),-157.8577494,21.30485044
2018,Florida,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3800.0,3800.0,3700.0,4000.0,Age,75+,C1,T2,MD203,BOC03,AGE08,12,POINT (-81.92896054 28.93204038),-81.92896054,28.93204038
2021,Utah,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6200.0,6200.0,2300.0,16400.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2018,Pennsylvania,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4800.0,4800.0,4600.0,5000.0,Age,75+,C1,T1,MD103,BOC03,AGE08,42,POINT (-77.86070029 40.79373015),-77.86070029,40.79373015
2020,Utah,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",7100.0,7100.0,1000.0,50700.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2017,South Carolina,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6300.0,6300.0,900.0,44400.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,45,POINT (-81.04537121 33.9988213),-81.04537121,33.9988213
2019,Ohio,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",1700.0,1700.0,900.0,3200.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,39,POINT (-82.40426006 40.06021014),-82.40426006,40.06021014
2020,Kansas,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4200.0,4200.0,3900.0,4600.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,20,POINT (-98.20078123 38.3477403),-98.20078123,38.3477403
2016,"Washington, DC",Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6100.0,6100.0,4300.0,8700.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,11,POINT (-77.03196113 38.89037139),-77.03196113,38.89037139
2019,Virginia,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4800.0,4800.0,4200.0,5500.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2020,Delaware,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5200.0,5200.0,4300.0,6300.0,Gender,Male,C1,T2,MD203,BOC02,GEN01,10,POINT (-75.57774117 39.00883067),-75.57774117,39.00883067
2019,Rhode Island,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4000.0,4000.0,3200.0,5100.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2016,Montana,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,30,POINT (-109.4244206 47.06652897),-109.4244206,47.06652897
2018,Rhode Island,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",2600.0,2600.0,2000.0,3500.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2019,Missouri,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6100.0,6100.0,2300.0,16100.000000000002,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2018,Vermont,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4500.0,4500.0,600.0,32299.999999999996,Race,Other,C1,T2,MD203,BOC04,RAC07,50,POINT (-72.51764079 43.62538124),-72.51764079,43.62538124
2017,Connecticut,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",1600.0,1600.0,500.0,4800.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,9,POINT (-72.64984095 41.56266102),-72.64984095,41.56266102
2018,New Jersey,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3200.0,3300.0,1900.0,5600.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2018,Nevada,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5500.0,5500.0,4900.0,6100.0,Age,75+,C1,T1,MD103,BOC03,AGE08,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2019,Nebraska,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5900.0,5900.0,5300.0,6600.0,Age,75+,C1,T1,MD103,BOC03,AGE08,31,POINT (-99.36572062 41.64104099),-99.36572062,41.64104099
2019,California,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5300.0,5300.0,4500.0,6200.0,Race,Other,C1,T2,MD203,BOC04,RAC07,6,POINT (-120.9999995 37.63864012),-120.9999995,37.63864012
2021,Alabama,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",1300.0,1300.0,200.0,9000.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2020,Oklahoma,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6400.0,6400.0,2100.0,19800.0,Race,Non-Hispanic Asian,C1,T2,MD203,BOC04,RAC03,40,POINT (-97.52107021 35.47203136),-97.52107021,35.47203136
2017,Louisiana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2016,Massachusetts,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",8100.0,8100.0,5400.0,11900.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2020,Iowa,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5000.0,5000.0,4500.0,5500.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2021,West Virginia,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5800.0,5800.0,3100.0,10800.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,54,POINT (-80.71264013 38.6655102),-80.71264013,38.6655102
2020,Mississippi,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",2400.0,2400.0,300.0,16900.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,28,POINT (-89.53803082 32.7455101),-89.53803082,32.7455101
2020,Wisconsin,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6100.0,6100.0,3700.0,9900.0,Race,Other,C1,T1,MD103,BOC04,RAC07,55,POINT (-89.81637074 44.39319117),-89.81637074,44.39319117
2019,Oregon,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5000.0,5000.0,4400.0,5700.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2021,West Virginia,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5000.0,5000.0,4400.0,5800.0,Age,75+,C1,T2,MD203,BOC03,AGE08,54,POINT (-80.71264013 38.6655102),-80.71264013,38.6655102
2021,Virginia,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4300.0,4300.0,4000.0,4700.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2021,Hawaii,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,15,POINT (-157.8577494 21.30485044),-157.8577494,21.30485044
2019,California,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6300.0,6300.0,5600.0,7200.0,Race,Other,C1,T1,MD103,BOC04,RAC07,6,POINT (-120.9999995 37.63864012),-120.9999995,37.63864012
2021,Maine,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6000.0,6000.0,5100.0,7000.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,23,POINT (-68.98503134 45.25422889),-68.98503134,45.25422889
2016,Mississippi,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5100.0,5100.0,1600.0,15800.0,Race,Other,C1,T2,MD203,BOC04,RAC07,28,POINT (-89.53803082 32.7455101),-89.53803082,32.7455101
2018,New Jersey,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4600.0,4600.0,4300.0,4800.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2017,Tennessee,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5600.0,5600.0,5200.0,6000.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,47,POINT (-85.77449091 35.68094058),-85.77449091,35.68094058
2021,Vermont,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",16700.0,16700.0,2300.0,118300.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,50,POINT (-72.51764079 43.62538124),-72.51764079,43.62538124
2018,North Dakota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",25000.0,25000.0,3500.0,177500.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,38,POINT (-100.118421 47.47531978),-100.118421,47.47531978
2017,Idaho,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",0.0,0.0,0.0,0.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,16,POINT (-114.36373 43.68263001),-114.36373,43.68263001
2020,Iowa,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",1800.0,1800.0,200.0,12500.0,Race,Other,C1,T2,MD203,BOC04,RAC07,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2018,Maine,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",2700.0,2700.0,700.0,11000.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,23,POINT (-68.98503134 45.25422889),-68.98503134,45.25422889
2018,Virginia,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5400.0,5400.0,3800.0,7700.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2020,Minnesota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5300.0,5300.0,3200.0,8900.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2018,Colorado,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4500.0,4500.0,4100.0,5000.0,Age,75+,C1,T1,MD103,BOC03,AGE08,8,POINT (-106.1336109 38.84384076),-106.1336109,38.84384076
2020,New Hampshire,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",2900.0,2900.0,400.0,20300.0,Race,Other,C1,T2,MD203,BOC04,RAC07,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2019,Washington,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5400.0,5400.0,5100.0,5700.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2017,Tennessee,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",7100.0,7100.0,2300.0,22100.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,47,POINT (-85.77449091 35.68094058),-85.77449091,35.68094058
2020,California,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",7400.0,7400.0,6800.0,8100.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,6,POINT (-120.9999995 37.63864012),-120.9999995,37.63864012
2018,New Jersey,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4900.0,4900.0,4600.0,5200.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2018,Iowa,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2017,New Jersey,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5200.0,5200.0,4900.0,5500.0,Age,75+,C1,T2,MD203,BOC03,AGE08,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2020,Florida,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",2800.0,2800.0,1800.0,4200.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,12,POINT (-81.92896054 28.93204038),-81.92896054,28.93204038
2020,Minnesota,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3900.0,3900.0,1900.0,8200.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2017,Kansas,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4700.0,4700.0,2500.0,9100.0,Race,Other,C1,T1,MD103,BOC04,RAC07,20,POINT (-98.20078123 38.3477403),-98.20078123,38.3477403
2016,Rhode Island,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4600.0,4600.0,3800.0,5500.0,Age,75+,C1,T1,MD103,BOC03,AGE08,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2019,South Dakota,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5200.0,5200.0,4200.0,6500.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,46,POINT (-100.3735306 44.35313005),-100.3735306,44.35313005
2016,"Washington, DC",Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",7500.0,7500.0,6000.0,9600.0,Age,75+,C1,T2,MD203,BOC03,AGE08,11,POINT (-77.03196113 38.89037139),-77.03196113,38.89037139
2018,Tennessee,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5200.0,5200.0,4800.0,5600.0,Age,75+,C1,T2,MD203,BOC03,AGE08,47,POINT (-85.77449091 35.68094058),-85.77449091,35.68094058
